word,pronunciation
southward,ˈsaʊθwərd
souvenir,ˌsuvəˈnɪr
souvenirs,ˌsuvəˈnɪrz
sovereign,ˈsɑvrən
sovereigns,ˈsɑvrənz
sovereignty,ˈsɑvrənti
soviet,ˈsoʊviˌɛt
sow,soʊ
sowed,soʊd
sower,soʊər
sowers,soʊərz
soweto,soʊˈeɪtoʊ
sowing,soʊɪŋ
sown,soʊn
sows,soʊz
soy,sɔɪ
soya,sɔɪə
soybean,ˈsɔɪˌbin
soybeans,ˈsɔɪˌbinz
spa,spɑ
space,speɪs
spacecraft,ˈspeɪˌskræft
spaced,speɪst
spacer,ˈspeɪsər
spacers,ˈspeɪsərz
spaces,ˈspeɪsɪz
spaceship,ˈspeɪsˌʃɪp
spaceships,ˈspeɪsˌʃɪps
spacesuit,ˈspeɪˌsut
spacesuits,ˈspeɪˌsuts
spacey,ˈspeɪsi
spacial,ˈspeɪʃəl
spacing,ˈspeɪsɪŋ
spacious,ˈspeɪʃəs
spade,speɪd
spades,speɪdz
spadework,ˈspeɪdˌwərk
spaghetti,spəˈgɛti
spain,speɪn
spam,spæm
span,spæn
spangle,ˈspæŋgəl
spangled,ˈspæŋgəld
spaniel,ˈspænjəl
spanish,ˈspænɪʃ
spank,spæŋk
spanked,spæŋkt
spanking,ˈspæŋkɪŋ
spanned,spænd
spanner,ˈspænər
spanning,ˈspænɪŋ
spans,spænz
spar,spɑr
spare,spɛr
spared,spɛrd
spares,spɛrz
sparing,ˈspɛrɪŋ
sparingly,ˈspɛrɪŋli
spark,spɑrk
sparked,spɑrkt
sparking,ˈspɑrkɪŋ
sparkle,ˈspɑrkəl
sparkled,ˈspɑrkəld
sparkles,ˈspɑrkəlz
sparkling,ˈspɑrkəlɪŋ
sparkly,ˈspɑrkli
sparks,spɑrks
sparred,spɑrd
sparring,ˈspɑrɪŋ
sparrow,ˈspɛroʊ
sparrows,ˈspɛroʊz
sparse,spɑrs
sparsely,ˈspɑrsli
sparta,ˈspɑrtɑ
spartan,ˈspɑrtən
spartans,ˈspɑrtənz
spas,spɑz
spasm,ˈspæzəm
spasmodic,spæzˈmɔdɪk
spasmodically,spæzˈmɔdɪkli
spasms,ˈspæzəmz
spastic,ˈspæstɪk
spat,spæt
spate,speɪt
spatial,ˈspeɪʃəl
spats,spæts
spatter,ˈspætər
spattered,ˈspætərd
spattering,ˈspætərɪŋ
spatters,ˈspætərz
spatula,ˈspæˌʧʊlə
spatulas,ˈspæˌʧʊləz
spawn,spɔn
spawned,spɔnd
spawning,ˈspɔnɪŋ
spawns,spɔnz
spay,speɪ
spayed,speɪd
speak,spik
speaker,ˈspikər
speakers,ˈspikərz
speaking,ˈspikɪŋ
speaks,spiks
spear,spɪr
spearhead,ˈspɪˌrhɛd
spearheaded,ˈspɪˌrhɛdɪd
spearheading,ˈspɪˌrhɛdɪŋ
spearing,ˈspɪrɪŋ
spears,spɪrz
spec,spɛk
special,ˈspɛʃəl
specialist,ˈspɛʃəlɪst
specialists,ˈspɛʃəlɪsts
specialities,ˈspɛʃəltiz
speciality,ˌspɛʃiˈælɪti
specially,ˈspɛʃəli
specials,ˈspɛʃəlz
specialty,ˈspɛʃəlti
species,ˈspiʃiz
specific,spɪˈsɪfɪk
specifically,spəˈsɪfɪkli
specification,ˌspɛsɪfɪˈkeɪʃən
specifications,ˌspɛsəfəˈkeɪʃənz
specificity,ˌspɛsəˈfɪsəti
specifics,spɪˈsɪfɪks
specified,ˈspɛsəˌfaɪd
specifies,ˈspɛsəˌfaɪz
specify,ˈspɛsəˌfaɪ
specifying,ˈspɛsəˌfaɪɪŋ
specimen,ˈspɛsəmən
specimens,ˈspɛsəmənz
specious,ˈspiʃəs
speck,spɛk
speckle,ˈspɛkəl
speckled,ˈspɛkəld
specks,spɛks
specs,spɛks
spectacle,ˈspɛktəkəl
spectacles,ˈspɛktəkəlz
spectacular,spɛkˈtækjələr
spectacularly,spɛkˈtækjələrli
spectator,ˈspɛkteɪtər
spectators,ˈspɛkteɪtərz
spectra,ˈspɛktrə
spectral,ˈspɛktrəl
spectre,ˈspɛktər
spectrograph,ˈspɛktrəˌgræf
spectrometer,spɛkˈtrɑmətər
spectrometry,spɛkˈtrɑmətri
spectroscopy,spɛkˈtrɑskəpi
spectrum,ˈspɛktrəm
speculate,ˈspɛkjəˌleɪt
speculated,ˈspɛkjəˌleɪtɪd
speculates,ˈspɛkjəˌleɪts
speculating,ˈspɛkjəˌleɪtɪŋ
speculation,ˌspɛkjəˈleɪʃən
speculations,ˌspɛkjəˈleɪʃənz
speculative,ˈspɛkjələtɪv
speculator,ˈspɛkjəˌleɪtər
speculators,ˈspɛkjəˌleɪtərz
sped,spɛd
speech,spiʧ
speeches,ˈspiʧɪz
speechifying,ˈspiʧəˌfaɪɪŋ
speechless,ˈspiʧləs
speed,spid
speedboat,ˈspidˌboʊt
speedboats,ˈspidˌboʊts
speeded,ˈspidɪd
speedier,ˈspidiər
speedily,ˈspidəli
speeding,ˈspidɪŋ
speedometer,spiˈdɑmətər
speeds,spidz
speedup,ˈspiˌdəp
speedway,ˈspidˌweɪ
speedy,ˈspiˌdi
spell,spɛl
spellbinding,ˈspɛlˌbaɪndɪŋ
spellbound,ˈspɛlˌbaʊnd
spelled,spɛld
speller,ˈspɛlər
spellers,ˈspɛlərz
spelling,ˈspɛlɪŋ
spellings,ˈspɛlɪŋz
spells,spɛlz
spencer,ˈspɛnsər
spend,spɛnd
spender,ˈspɛndər
spenders,ˈspɛndərz
spending,ˈspɛndɪŋ
spends,spɛnz
spendthrift,ˈspɛndθˌrɪft
spent,spɛnt
spew,spju
spewed,spjud
spewing,spjuɪŋ
spews,spjuz
sphere,sfɪr
spheres,sfɪrz
spherical,sˈfɛrɪkəl
spheroid,sˈfɪˌrɔɪd
sphinx,sfɪŋks
spice,spaɪs
spiced,spaɪst
spicer,ˈspaɪsər
spices,ˈspaɪsɪz
spicing,ˈspaɪsɪŋ
spicy,ˈspaɪsi
spider,ˈspaɪdər
spiders,ˈspaɪdərz
spied,spaɪd
spies,spaɪz
spigot,ˈspɪgət
spike,spaɪk
spiked,spaɪkt
spikes,spaɪks
spiking,ˈspaɪkɪŋ
spiky,ˈspaɪki
spill,spɪl
spillage,ˈspɪlɪʤ
spilled,spɪld
spiller,ˈspɪlər
spilling,ˈspɪlɪŋ
spills,spɪlz
spilt,spɪlt
spin,spɪn
spinach,ˈspɪnəʧ
spinal,ˈspaɪnəl
spindle,ˈspɪndəl
spine,spaɪn
spineless,ˈspaɪnləs
spines,spaɪnz
spinner,ˈspɪnər
spinners,ˈspɪnərz
spinney,ˈspɪni
spinning,ˈspɪnɪŋ
spinoff,ˈspɪˌnɔf
spinoffs,ˈspɪˌnɔfs
spins,spɪnz
spinster,ˈspɪnstər
spiny,ˈspaɪni
spiral,ˈspaɪrəl
spiralling,ˈspaɪrəlɪŋ
spirals,ˈspaɪrəlz
spire,spaɪr
spires,spaɪrz
spirit,ˈspɪrɪt
spirited,ˈspɪrɪtəd
spirits,ˈspɪrɪts
spiritual,ˈspɪrɪˌʧuəl
spiritualism,ˈspɪrɪˌʧuəˌlɪzm
spiritualist,ˈspɪrɪˌʧuəˌlɪst
spiritualists,ˈspɪrɪˌʧuəˌlɪsts
spirituality,ˌspɪrɪˌʧuˈæləˌti
spiritually,ˈspɪrɪˌʧuəˌli
spirituals,ˈspɪrɪˌʧuəlz
spit,spɪt
spite,spaɪt
spiteful,ˈspaɪtfəl
spits,spɪts
spitting,ˈspɪtɪŋ
spittle,ˈspɪtəl
splash,splæʃ
splashed,splæʃt
splashes,ˈsplæʃɪz
splashing,ˈsplæʃɪŋ
splashy,ˈsplæʃi
splat,splæt
splatter,ˈsplætər
splattered,ˈsplætərd
splattering,ˈsplætəˌrɪŋ
spleen,splin
splendid,ˈsplɛndɪd
splendidly,ˈsplɛndədli
splice,splaɪs
spliced,splaɪst
splices,ˈsplaɪsɪz
splicing,ˈsplaɪsɪŋ
splint,splɪnt
splinter,ˈsplɪntər
splintered,ˈsplɪntərd
splintering,ˈsplɪntərɪŋ
splinters,ˈsplɪntərz
splints,splɪnts
split,splɪt
splits,splɪts
splitter,ˈsplɪtər
splitting,ˈsplɪtɪŋ
splurge,splərʤ
spoil,spɔɪl
spoilage,ˈspɔɪlɪʤ
spoiled,spɔɪld
spoiler,ˈspɔɪlər
spoilers,ˈspɔɪlərz
spoiling,ˈspɔɪlɪŋ
spoils,spɔɪlz
spoke,spoʊk
spoken,ˈspoʊkən
spokes,spoʊks
spokesman,ˈspoʊksmən
spokesmen,ˈspoʊksmɪn
spokespeople,ˈspoʊkˌspipəl
spokesperson,ˈspoʊkspərsən
spokespersons,ˈspoʊkspərsənz
spokeswoman,ˈspoʊksˌwʊmən
spokeswomen,ˈspoʊksˌwɪmən
sponge,spənʤ
sponged,spənʤd
sponges,ˈspənʤɪz
spongy,ˈspənʤi
sponsor,ˈspɑnsər
sponsored,ˈspɑnsərd
sponsoring,ˈspɑnsərɪŋ
sponsors,ˈspɑnsərz
sponsorship,ˈspɑnsərˌʃɪp
sponsorships,ˈspɑnsərˌʃɪps
spontaneity,ˌspɑntəˈniəti
spontaneous,spɑnˈteɪniəs
spontaneously,spɑnˈteɪniəsli
spoof,spuf
spoofs,spufs
spook,spuk
spooked,spukt
spooks,spuks
spooky,ˈspuki
spool,spul
spoon,spun
spoonful,ˈspunˌfʊl
spoonfuls,ˈspunˌfʊlz
spoons,spunz
spoor,spʊr
sporadic,spərˈædɪk
sporadically,spərˈædɪkli
spore,spɔr
spores,spɔrz
sport,spɔrt
sported,ˈspɔrtɪd
sporting,ˈspɔrtɪŋ
sportingly,ˈspɔrtɪŋli
sports,spɔrts
sportsman,ˈspɔrtsmən
sportsmanship,ˈspɔrtsmənˌʃɪp
sportsmen,ˈspɔrtsmɪn
sportswear,ˈspɔrtsˌwɛr
sporty,ˈspɔrti
spot,spɑt
spotless,ˈspɑtləs
spotlight,ˈspɑˌtlaɪt
spotlighting,ˈspɑˌtlaɪtɪŋ
spotlights,ˈspɑˌtlaɪts
spots,spɑts
spotted,ˈspɑtɪd
spotter,ˈspɑtər
spotters,ˈspɑtərz
spotting,ˈspɑtɪŋ
spotty,ˈspɑti
spouse,spaʊs
spouses,ˈspaʊsɪz
spout,spaʊt
spouted,ˈspaʊtəd
spouting,ˈspaʊtɪŋ
spouts,spaʊts
sprain,spreɪn
sprained,spreɪnd
spraining,ˈspreɪnɪŋ
sprains,spreɪnz
sprang,spræŋ
sprawl,sprɔl
sprawled,sprɔld
sprawling,ˈsprɔlɪŋ
sprawls,sprɔlz
spray,spreɪ
sprayed,spreɪd
sprayer,spreɪər
sprayers,spreɪərz
spraying,spreɪɪŋ
sprays,spreɪz
spread,sprɛd
spreading,ˈsprɛdɪŋ
spreads,sprɛdz
spreadsheet,ˈsprɛdˌʃit
spreadsheets,ˈsprɛdˌʃits
spree,spri
sprightly,ˈspraɪtli
spring,spərɪŋ
springboard,ˈsprɪŋˌbɔrd
springer,ˈsprɪŋər
springing,ˈsprɪŋɪŋ
springs,spərɪŋz
springtime,ˈsprɪŋˌtaɪm
sprinkle,ˈsprɪŋkəl
sprinkled,ˈsprɪŋkəld
sprinkler,ˈsprɪŋkələr
sprinklers,ˈsprɪŋkələrz
sprinkles,ˈsprɪŋkəlz
sprinkling,ˈsprɪŋkəlɪŋ
sprint,sprɪnt
sprinted,ˈsprɪntɪd
sprinter,ˈsprɪntər
sprinters,ˈsprɪntərz
sprinting,ˈsprɪntɪŋ
sprints,sprɪnts
sprite,spraɪt
sprocket,ˈsprɑkət
sprout,spraʊt
sprouted,ˈspraʊtɪd
sprouting,ˈspraʊtɪŋ
sprouts,spraʊts
spruce,sprus
spruced,sprust
sprucing,ˈsprusɪŋ
sprung,sprəŋ
spry,spraɪ
spud,spəd
spun,spən
spunky,ˈspəŋki
spur,spər
spurge,spərʤ
spurious,ˈspəriəs
spurn,spərn
spurned,spərnd
spurning,ˈspərnɪŋ
spurns,spərnz
spurred,spərd
spurring,spərɪŋ
spurs,spərz
spurt,spərt
spurted,ˈspərtɪd
spurting,ˈspərtɪŋ
spurts,spərts
sputnik,ˈspətnɪk
sputniks,ˈspətnɪks
sputter,ˈspətər
sputtered,ˈspətərd
sputtering,ˈspətərɪŋ
sputum,ˈspjutəm
spy,spaɪ
spyglass,ˈspaɪˌglæs
spying,spaɪɪŋ
squabble,skˈwɑbəl
squabbled,skˈwɑbəld
squabbles,skˈwɑbəlz
squabbling,skˈwɑbəlɪŋ
squad,skwɑd
squadron,skˈwɑdrən
squadrons,skˈwɑdrənz
squads,skwɑdz
squalid,skˈwɑləd
squall,skwɔl
squalls,skwɔlz
squalor,skˈwɑlər
squander,skˈwɑndər
squandered,skˈwɑndərd
squandering,skˈwɑndərɪŋ
squanders,skˈwɑndərz
square,skwɛr
squared,skwɛrd
squarely,skˈwɛrli
squares,skwɛrz
squaring,skˈwɛrɪŋ
squash,skwɑʃ
squashed,skwɑʃt
squashing,skˈwɑʃɪŋ
squashy,skˈwɑʃi
squat,skwɑt
squats,skwɑts
squatter,skˈwɑtər
squatters,skˈwɑtərz
squatting,skˈwɑtɪŋ
squawk,skwɔk
squawking,skˈwɔkɪŋ
squawks,skwɔks
squeak,skwik
squeaked,skwikt
squeaker,skˈwikər
squeaking,skˈwikɪŋ
squeaks,skwiks
squeaky,skˈwiki
squeal,skwil
squealing,skˈwilɪŋ
squeals,skwilz
squeamish,skˈwimɪʃ
squeamishness,skˈwimɪʃnəs
squeegee,skˈwiʤi
squeeze,skwiz
squeezed,skwizd
squeezes,skˈwizɪz
squeezing,skˈwizɪŋ
squelch,skwɛlʧ
squelched,skwɛlʧt
squelching,skˈwɛlʧɪŋ
squid,skwɪd
squiggle,skˈwɪgəl
squiggles,skˈwɪgəlz
squint,skwɪnt
squinting,skˈwɪntɪŋ
squire,skwaɪr
squires,skwaɪərz
squirm,skwərm
squirming,skˈwərmɪŋ
squirms,skwərmz
squirrel,skwərəl
squirrels,skwərəlz
squirt,skwərt
squirted,skˈwərtɪd
squirting,skˈwərtɪŋ
squirts,skwərts
stab,stæb
stabbed,stæbd
stabbing,ˈstæbɪŋ
stabbings,ˈstæbɪŋz
stability,stəˈbɪlɪti
stable,ˈsteɪbəl
stabler,ˈsteɪbələr
stables,ˈsteɪbəlz
stabs,stæbz
staccato,stəˈkɑˌtoʊ
stack,stæk
stacked,stækt
stacker,ˈstækər
stacking,ˈstækɪŋ
stacks,stæks
stadia,ˈstɑˌdiɑ
stadium,ˈsteɪdiəm
stadiums,ˈsteɪdiəmz
staff,stæf
staffed,stæft
staffing,ˈstæfɪŋ
staffs,stæfs
stag,stæg
stage,steɪʤ
stagecoach,ˈsteɪʤˌkoʊʧ
staged,steɪʤd
stagehands,ˈsteɪˌʤhændz
stager,ˈsteɪʤər
stages,ˈsteɪʤɪz
stagflation,stægˈfleɪʃən
stagger,ˈstægər
staggered,ˈstægərd
staggering,ˈstægərˌɪŋ
staggeringly,ˈstægərˌɪŋˌli
staggers,ˈstægərz
staging,ˈsteɪʤɪŋ
stagnant,ˈstægnənt
stagnate,ˈstægˌneɪt
stagnated,ˈstægˌneɪtɪd
stagnating,ˈstægˌneɪtɪŋ
stagnation,stægˈneɪʃən
staid,steɪd
stain,steɪn
stained,steɪnd
staining,ˈsteɪnɪŋ
stainless,ˈsteɪnləs
stains,steɪnz
stair,stɛr
staircase,ˈstɛrˌkeɪs
staircases,ˈstɛrˌkeɪsɪz
stairs,stɛrz
stairway,ˈstɛrˌweɪ
stairways,ˈstɛrˌweɪz
stairwell,ˈstɛrˌwɛl
stairwells,ˈstɛrˌwɛlz
stake,steɪk
staked,steɪkt
stakeholder,ˈsteɪˌkhoʊldər
stakeholders,ˈsteɪˌkhoʊldərz
stakes,steɪks
staking,ˈsteɪkɪŋ
stale,steɪl
stalemate,ˈsteɪlˌmeɪt
stalemated,ˈsteɪlˌmeɪtɪd
stalin,ˈstɑlən
stalk,stɔk
stalked,stɔkt
stalker,ˈstɔkər
stalkers,ˈstɔkərz
stalking,ˈstɔkɪŋ
stalks,stɔks
stall,stɔl
stalled,stɔld
stalling,ˈstɔlɪŋ
stallion,ˈstæljən
stallions,ˈstæljənz
stalls,stɔlz
stalwart,ˈstɔlwərt
stalwarts,ˈstɔlwərts
stamina,ˈstæmənə
stammer,ˈstæmər
stamp,stæmp
stamped,stæmpt
stampede,stæmˈpid
stampeded,stæmˈpidɪd
stampeding,stæmˈpidɪŋ
stamper,ˈstæmpər
stamping,ˈstæmpɪŋ
stampings,ˈstæmpɪŋz
stamps,stæmps
stance,stæns
stances,ˈstænsɪz
stand,stænd
standard,ˈstændərd
standards,ˈstændərdz
standby,ˈstændˈbaɪ
standing,ˈstændɪŋ
standings,ˈstændɪŋz
standpoint,ˈstændˌpɔɪnt
standpoints,ˈstændˌpɔɪnts
stands,stændz
standstill,ˈstændˌstɪl
stank,stæŋk
stanza,ˈstænzə
stanzas,ˈstænzəz
staphylococcus,ˌstæfələˈkɔkəs
staple,ˈsteɪpəl
stapled,ˈsteɪpəld
stapler,ˈsteɪpələr
staplers,ˈsteɪpələrz
staples,ˈsteɪpəlz
stapling,ˈsteɪpəlɪŋ
star,stɑr
starboard,ˈstɑrbərd
starch,stɑrʧ
starched,stɑrʧt
starches,ˈstɑrʧɪz
starchy,ˈstɑrʧi
stardom,ˈstɑrdəm
stardust,ˈstɑrˌdəst
stare,stɛr
stared,stɛrd
starer,ˈstɛrər
stares,stɛrz
starfish,ˈstɑrˌfɪʃ
stargazer,ˈstɑrˌgeɪzər
stargazers,ˈstɑrˌgeɪzərz
staring,ˈstɛrɪŋ
stark,stɑrk
starker,ˈstɑrkər
starkly,ˈstɑrkli
starkness,ˈstɑrknɪs
starlet,ˈstɑrlət
starlets,ˈstɑrləts
starlight,ˈstɑˌrlaɪt
starlike,ˈstɑˌrlaɪk
starling,ˈstɑrlɪŋ
starlit,ˈstɑrlɪt
starred,stɑrd
starring,ˈstɑrɪŋ
starry,ˈstɑˌri
stars,stɑrz
starship,ˈstɑrˌʃɪp
starstruck,ˈstɑrˌstrək
start,stɑrt
started,ˈstɑrtɪd
starter,ˈstɑrtər
starters,ˈstɑrtərz
starting,ˈstɑrtɪŋ
startle,ˈstɑrtəl
startled,ˈstɑrtəld
startles,ˈstɑrtəlz
startling,ˈstɑrtlɪŋ
startlingly,ˈstɑrtlɪŋˌli
starts,stɑrts
startup,ˈstɑrˌtəp
startups,ˈstɑrˌtəps
starvation,stɑrˈveɪʃən
starve,stɑrv
starved,stɑrvd
starves,stɑrvz
starving,ˈstɑrvɪŋ
stashed,stæʃt
stashing,ˈstæʃɪŋ
state,steɪt
statecraft,ˈsteɪtˌkræft
stated,ˈsteɪtɪd
statehood,ˈsteɪˌthʊd
stateless,ˈsteɪtlɪs
stately,ˈsteɪtli
statement,ˈsteɪtmənt
statements,ˈsteɪtmənts
states,steɪts
statesman,ˈsteɪtsmən
statesmanlike,stəˈtɛsmənˌlaɪk
statesmanship,ˈsteɪtsmənˌʃɪp
statesmen,ˈsteɪtsmɪn
static,ˈstætɪk
statics,ˈstætɪks
stating,ˈsteɪtɪŋ
station,ˈsteɪʃən
stationary,ˈsteɪʃəˌnɛri
stationed,ˈsteɪʃənd
stationer,ˈsteɪʃənər
stationers,ˈsteɪʃənərz
stationery,ˈsteɪʃəˌnɛri
stationing,ˈsteɪʃənɪŋ
stations,ˈsteɪʃənz
statistic,stəˈtɪstɪk
statistical,stəˈtɪstɪkəl
statistically,stəˈtɪstɪkəli
statistician,ˌstætəˈstɪʃən
statisticians,ˌstætɪˈstɪʃənz
statistics,stəˈtɪstɪks
statuary,ˈstæʧuˌɛri
statue,ˈstæˌʧu
statues,ˈstæˌʧuz
statuesque,ˌstæʧuˈɛsk
statuette,ˌstæʧuˈɛt
statuettes,ˌstæʧuˈɛts
stature,ˈstæʧər
status,ˈstætəs
statute,ˈstæʧut
statutes,ˈstæʧuts
statutorily,ˈstæʧəˌtɔrəli
statutory,ˈstæʧəˌtɔri
staunch,stɔnʧ
staunchest,ˈstɔnʧəst
staunchly,ˈstɔnʧli
stave,steɪv
staved,steɪvd
staves,steɪvz
staving,ˈsteɪvɪŋ
stay,steɪ
stayed,steɪd
staying,steɪɪŋ
stays,steɪz
stead,stɛd
steadfast,ˈstɛdˌfæst
steadfastly,ˈstɛdˌfæstli
steadfastness,ˈstɛdˌfæstnəs
steadied,ˈstɛdid
steadier,ˈstɛdiər
steadily,ˈstɛdəli
steadiness,ˈstɛdinɪs
steady,ˈstɛdi
steak,steɪk
steaks,steɪks
steal,stil
stealer,ˈstilər
stealing,ˈstilɪŋ
steals,stilz
stealth,stɛlθ
stealthier,ˈstɛlθiər
stealthiest,ˈstɛlθiəst
stealthy,ˈstɛlθi
steam,stim
steamboat,ˈstimˌboʊt
steamboats,ˈstimˌboʊts
steamed,stimd
steamer,ˈstimər
steamers,ˈstimərz
steamier,ˈstimiər
steamiest,ˈstimiəst
steaming,ˈstimɪŋ
steamroller,ˈstimˌroʊlər
steams,stimz
steamship,ˈstimˌʃɪp
steamy,ˈstimi
steed,stid
steeds,stidz
steel,stil
steeled,stild
steels,stilz
steelworker,ˈstilˌwərkər
steelworkers,ˈstilˌwərkərz
steelworks,ˈstilˌwərks
steely,ˈstili
steep,stip
steeped,stipt
steepened,ˈstipənd
steeper,ˈstipər
steepest,ˈstipəst
steeple,ˈstipəl
steeplechase,ˈstipəˌlʧeɪs
steeples,ˈstipəlz
steeply,ˈstipli
steepness,ˈstipnəs
steer,stɪr
steered,stɪrd
steering,ˈstɪrɪŋ
steers,stɪrz
stegosaurus,ˌstɛgəˈsɔrəs
stellar,ˈstɛlər
stem,stɛm
stemmed,stɛmd
stemming,ˈstɛmɪŋ
stems,stɛmz
stench,stɛnʧ
stencil,ˈstɛnsɪl
stenographer,stɛˈnəgrəfər
stenographic,ˌstɛnəˈgræfɪk
stentor,ˈstɛntər
step,stɛp
stepchildren,ˈstɛˈpʧɪldrən
stepdaughter,ˈstɛpˌdɔtər
stepfather,ˈstɛpˌfɑðər
stepladder,ˈstɛˌplædər
stepmother,ˈstɛpˌməðər
steppe,stɛp
stepped,stɛpt
steppes,stɛps
stepping,ˈstɛpɪŋ
steps,stɛps
stepsister,ˈstɛpˌsɪstər
stepson,ˈstɛpˌsən
stereo,ˈstɛriˌoʊ
stereographic,ˌstɛˌrioʊˈgræfɪk
stereos,ˈstɛriˌoʊz
stereotype,ˈstɛrioʊˌtaɪp
stereotyped,ˈstɛrioʊˌtaɪpt
stereotypes,ˈstɛrioʊˌtaɪps
stereotypical,ˌstɛrioʊˈtɪpɪkəl
stereotypically,ˌstɛrioʊˈtɪpɪkəˌli
stereotyping,ˈstɛrioʊˌtaɪpɪŋ
sterile,ˈstɛrəl
sterility,stərˈɪlɪti
sterling,ˈstərlɪŋ
stern,stərn
sterner,ˈstərnər
sternest,ˈstərnəst
sternly,ˈstərnli
sternness,ˈstərnəs
sterns,stərnz
steroid,stərɔɪd
steroids,ˈstɛrɔɪdz
stet,stɛt
stethoscope,ˈstɛθəˌskoʊp
stevedore,ˈstivəˌdɔr
stew,stu
steward,stuərd
stewardess,ˈstuərdəs
stewardesses,ˈstuərdəsɪz
stewards,stuərdz
stewardship,ˈstuərdˌʃɪp
stewed,stud
stewing,stuɪŋ
stews,stuz
stick,stɪk
sticker,ˈstɪkər
stickers,ˈstɪkərz
stickiest,ˈstɪkiəst
sticking,ˈstɪkɪŋ
stickler,ˈstɪkələr
sticks,stɪks
sticky,ˈstɪki
stiff,stɪf
stiffen,ˈstɪfən
stiffened,ˈstɪfənd
stiffener,ˈstɪfənər
stiffening,ˈstɪfənɪŋ
stiffens,ˈstɪfənz
stiffer,ˈstɪfər
stiffest,ˈstɪfəst
stiffly,ˈstɪfli
stiffness,ˈstɪfnəs
stifle,ˈstaɪfəl
stifled,ˈstaɪfəld
stifles,ˈstaɪfəlz
stifling,ˈstaɪfəlɪŋ
stigma,ˈstɪgmə
stigmata,stɪgˈmɑtə
stiletto,stəˈlɛtoʊ
still,stɪl
stillborn,ˈstɪlˈbɔrn
stilled,stɪld
stiller,ˈstɪlər
stillness,ˈstɪlnəs
stills,stɪlz
stilt,stɪlt
stilted,ˈstɪltɪd
stilts,stɪlts
stimulant,ˈstɪmjələnt
stimulants,ˈstɪmjələnts
stimulate,ˈstɪmjəˌleɪt
stimulated,ˈstɪmjəˌleɪtɪd
stimulates,ˈstɪmjəˌleɪts
stimulating,ˈstɪmjəˌleɪtɪŋ
stimulation,ˌstɪmjəˈleɪʃən
stimulator,ˈstɪmjəˌleɪtər
stimuli,ˈstɪmjəˌlaɪ
stimulus,ˈstɪmjələs
sting,stɪŋ
stinger,ˈstɪŋər
stingers,ˈstɪŋərz
stingier,ˈstɪnʤiər
stinging,ˈstɪŋɪŋ
stings,stɪŋz
stingy,ˈstɪnʤi
stink,stɪŋk
stinkers,ˈstɪŋkərz
stinking,ˈstɪŋkɪŋ
stinks,stɪŋks
stinky,ˈstɪŋki
stint,stɪnt
stints,stɪnts
stipend,ˈstaɪpənd
stipends,ˈstaɪpəndz
stipulate,ˈstɪpjəˌleɪt
stipulated,ˈstɪpjəˌleɪtɪd
stipulates,ˈstɪpjəˌleɪts
stipulating,ˈstɪpjəˌleɪtɪŋ
stipulation,ˌstɪpjəˈleɪʃən
stipulations,ˌstɪpjəˈleɪʃənz
stir,stər
stirred,stərd
stirring,stərɪŋ
stirrings,stərɪŋz
stirrup,stərəp
stirrups,stərəps
stirs,stərz
stitch,stɪʧ
stitched,stɪʧt
stitches,ˈstɪʧɪz
stitching,ˈstɪʧɪŋ
stochastic,stoʊˈkæstɪk
stock,stɑk
stockade,ˈstɑˌkeɪd
stockbroker,ˈstɑkˌbroʊkər
stockbrokers,ˈstɑkˌbroʊkərz
stockbroking,ˈstɑkˌbroʊkɪŋ
stocked,stɑkt
stockholders,ˈstɑˌkhoʊldərz
stockholding,ˈstɑˌkhoʊldɪŋ
stocking,ˈstɑkɪŋ
stockings,ˈstɑkɪŋz
stockpile,ˈstɑkˌpaɪl
stockpiled,ˈstɑkˌpaɪld
stockpiles,ˈstɑkˌpaɪlz
stockpiling,ˈstɑkˌpaɪlɪŋ
stockroom,ˈstɑˌkrum
stocks,stɑks
stocky,ˈstɑki
stodgy,ˈstɑʤi
stoic,stoʊɪk
stoically,ˈstoʊɪkli
stoicism,ˈstoʊəˌsɪzəm
stoics,stoʊɪks
stoke,stoʊk
stoked,stoʊkt
stoker,ˈstoʊkər
stokers,ˈstoʊkərz
stokes,stoʊks
stoking,ˈstoʊkɪŋ
stole,stoʊl
stolen,ˈstoʊlən
stolid,ˈstɑləd
stoma,ˈstoʊmə
stomach,ˈstəmək
stomachs,ˈstəməks
stomata,ˈstoʊmətə
stomp,stɑmp
stomped,stɑmpt
stomping,ˈstɑmpɪŋ
stone,stoʊn
stoned,stoʊnd
stones,stoʊnz
stonewalled,ˈstoʊnˌwɔld
stoneware,ˈstoʊnˌwɛr
stoning,ˈstoʊnɪŋ
stony,ˈstoʊni
stood,stʊd
stooge,stuʤ
stooges,ˈstuʤɪz
stool,stul
stools,stulz
stoop,stup
stooped,stupt
stooping,ˈstupɪŋ
stoops,stups
stop,stɑp
stopgap,ˈstɑpˌgæp
stopover,ˈstɑˌpoʊvər
stoppage,ˈstɑpɪʤ
stoppages,ˈstɑpɪʤɪz
stopped,stɑpt
stopper,ˈstɑpər
stoppers,ˈstɑpərz
stopping,ˈstɑpɪŋ
stops,stɑps
stopwatch,ˈstɑpˌwɑʧ
storage,ˈstɔrɪʤ
store,stɔr
stored,stɔrd
storehouse,ˈstɔˌrhaʊs
storehouses,ˈstɔˌrhaʊzəz
